review,preprocessed_text,label_manual
"kecewa udah disave malah gak ada.., udah save activity pas dicek lagi tiba tiba gak ada(??)",kecewa disave save activity,0
saya tidak pernah approve berlangganan 1 tahun kenapa saldo ducabut berlangganan 1 tahun. kembalikan uang saya.,approve langgan saldo ducabut langgan kembali uang,0
aplikasi terbaik,aplikasi baik,2
"tolong kembalikan dana sebesar Rp609.390 saya yang tiba tiba terpotong tanpa sepengetahuan saya, padahal saya tidak berlangganan sama sekali !!",tolong kembali dana potong tahu langgan,0
saya tidak pernah berlangganan untuk dalam satu tahun. tapi dana saya terpotong otomatis.. pdhl saya tidak pernah melakukan persetujuan beli. tolong verifikasi pengembalian dana saya,langgan dana potong otomatis pdhl tuju beli tolong verifikasi kembali dana,0
sangat membantu untuk melihat progres lari dan olahraga lainnya,bantu progres lari olahraga,2
aplikasi bagus buat mantau statistik jalan kaki,aplikasi bagus mantau statistik jalan kaki,2
sangat bagus untuk mengukur kemampuan saya untuk berlari cuman tolong di perbaiki pada saat rekam lari saya merasa pada saat rekam lari pace dan jarak tidak akurat jadi tolong di perbaiki Semoga kedepannya lebih baik. Terimakasih,bagus ukur mampu lari cuman tolong baik rekam lari rekam lari pace jarak akurat tolong baik moga depan terimakasih,2
penghitungan langkah tidak sesuai jarak yang di tempuh tolong di perbaiki lagi,hitung langkah sesuai jarak tempuh tolong baik,0
"map readernya ngaco njir, tolong perbaiki",readernya ngaco njir tolong baik,2
"tolong kembalikan dana saya sebesar Rp600.390 karena saya tidak merasa berlangganan tiba"" transaksi sendirian tanpa di ketahui oleh saya,mohon tindakan untuk tim strava untuk mengembalikan dana saya sebesar Rp 600.390 .saya udah coba refund di google ternyata ditolak oleh google,saya mohon bantuannya tim strava untuk tindak lanjut masalah ini.untuk secepatnya untuk di kembalikan!!!!!!!!!",tolong kembali dana langgan transaksi tahu sayamohon tindak strava kembali dana coba refund google tolak googlesaya mohon bantu strava tindak iniuntuk cepat kembali,0
aplikasi perjuangan,aplikasi juang,2
"weee duitku ke telen langganan stravaaa, we admin bodo kali laaaa, langganan setahun pulaaa",weee duit telen langgan stravaaa admin bodo kali laaaa langgan tahun pulaaa,0
gak ada sinyal Gpsnya,sinyal gpsnya,0
"udh bagus sebenarnya cuman ga tau kenapa akhir² ini GPS nya error mulu ga sesuai,pace nya juga kadang ngawur,",bagus cuman error mulu sesuaipace kadang ngawur,0
bagus dan terpercaya,bagus percaya,2
ngebet banget ingin berlangganan,ngebet banget langgan,0
baru download knp gk bisa login ya ?,download login,0
"terdapat bug seperti force close mohon di fix, saya sudah lama menggunakan apk ini dan tepat pada hari ini ketika saya ingin berlari dan menggunakan strava terjadi force close, kemarin ketika saya ingin berlari saya menggunakan strava itu masih baik baik saja tidak ada gangguan dan saya ulangi lagi tepat pada hari ini strava saya tidak bisa digunakan",force close mohon aplikasi lari strava force close kemarin lari strava ganggu ulang strava,0
kenapa strava saya tidak bisa mengunduh peta ke gambar?,strava unduh peta gambar,1
pamer dikit gak sih 😋,pamer dikit,2
gps kadang error,kadang error,2
tolong tambahkan fitur untuk menu olahraga lompat tali. nanti baru saya kasih bintang 5,tolong tambah fitur menu olahraga lompat tali kasih bintang,0
sangat luarbiasa karena menambah motifasi untuk terus beraktifitas sehat,luarbiasa tambah motifasi beraktifitas sehat,2
Aktifitas belum di simpan harus ny jadi draft,aktifitas simpan draft,0
pas record selang beberapa menit aplikasi berhenti sendiri coba masuk aplikasi ulang gak bisa parah bgt,record selang menit aplikasi henti coba masuk aplikasi ulang parah banget,0
"udh lari jauh... ehh malah loading penyimpanan lama, dan ternyata harus update.dan tidak tersimpan👎👎👎",lari loading simpan updatedan simpan,0
"trackingnya tidak akurat, jalur larinya jadi ngaco",trackingnya akurat jalur lari ngaco,0
"ga jelas sama data aktivitas transparannya, apa coba malah gepeng gitu tulisannya, sementara org lain mh normal normal aja!",data aktivitas transparan coba gepeng gitu tulis normal normal,0
"maaf saya kasih bintang satu dulu, mohon untuk segera diperbaikan, setiap aplikasinya digunakan selalu keluar dan seterusnya seperti itu terus error 🙏",maaf kasih bintang mohon baik aplikasi error,0
suka sekali dengan aikasi ini,suka aikasi,2
"saya tidak bisa memasuki atau log in aplikasi ini entah salah server atau bug,saya tidak tahu😓",pasuk aplikasi salah server bugsaya,0
"untuk GPS tolong diperbaiki lagi, soalnya saat saya pakai strava jarak tempuhnya kadang loncat loncat. Dari 1 km tiba tiba jadi 1,5 dalam jarak sekitar 200m",tolong baik pakai strava jarak tempuh kadang loncat loncat jarak,1
wow amazing ini yang papa cari selama ini✋🏻😂🤚🏻,amazing papa cari,2
sudah aktifkan lokasi tetap tidak jadi,aktif lokasi,0
"bug tampilan ""Tingkatkan"" pada Galaxy S24 Ultra.",tampil tingkat galaxy ultra,0
"bug jarak dan kecepatan tidak akurat, langganan pun percuma",jarak cepat akurat langgan,0
apk tidak bisa login tolong di perbaiki!!!,aplikasi login tolong baik,2
"tolong kembalikan saldo DANA saya,yang tiba tiba otomatis membeli langganan senilai 609.390.00,saya sudah ajukan ke web strava,dan chat email Strava tapi belum ada respon dari pihak strava,mohon kembalikan dananya,saya sangat membutuhkannya🙏🙏",tolong kembali saldo dana sayayang otomatis beli langgan nila stravadan chat email strava respon stravamohon kembali dananyasaya butuh,0
mau login kesalahan terus,login salah,0
"tolong dana saya terkuras padahal saya tidak pernah mesen strava 1 tahun, dan saldo saya terkuras sebesar 600 dan tidak dapat dikembalikan lagi, tolong sistem nya",tolong dana kuras mesen strava saldo kuras kembali tolong sistem,0
sangat membantu optimasi latihan,bantu optimasi latih,2
apknya bagus dan jga,apknya bagus,2
terkadang mau menyimpan aktivitas harus menunggu dulu,terkadang simpan aktivitas tunggu,1
"bagus cuman kenapa jam tangan ku merek PEJE Enda bisa menghubung ke aplikasi strava padahal dulu bisa kenapa sekarang Enda bisa?,tolong tambahin PEJE ke strava agar saya bisa lanjutin running saya",bagus cuman tangan merek peje enda hubung aplikasi strava enda bisatolong tambahin peje strava lanjutin running,2
Akurat dan simpel,akurat simpel,2
"Tolong kembalikan saldo dana saya yang terhisap oleh aplikasi strava karena tidak sengaja berlangganan,shingga saldo dana saya terhisap oleh aplikasi strava",tolong kembali saldo dana terhisap aplikasi strava sengaja berlanggananshingga saldo dana terhisap aplikasi strava,1
aplikasi sangat berguna untuk olahraga dan sangat akurat,aplikasi guna olahraga akurat,2
aplikasi nya bagus banget,aplikasi bagus banget,2
untuk admin apk tolong dong di perbaiki masa saya baru download tapi GK bisa login pasti ada kesalahan trs aja gitu kalo mau login saya dh 2x download tapi masih tetep sama aja,admin aplikasi tolong baik download login salah gitu kalo login download tetep,0
"apk nya aneh sya lri kmna peta starava nya mh kmna, padahal sya punya kuota",aplikasi aneh kmna peta starava kmna kuota,0
"gabisa di share, selalu error",gabisa share error,0
tidak bisa di buka apknya,buka apknya,0
kembalikan saldo saya 609.390 dana tolong kembalikan saldo ya buat beli sepatu udah 2bulan aku ngumpulin uang ya kamu ambil tolong kembalikan ya aku minta tolong banget🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,kembali saldo dana tolong kembali saldo beli sepatu ngumpulin uang ambil tolong kembali tolong banget,0
ga bisa di pake aplikasi nya terjadi kesalahan trs,pake aplikasi salah,0
strava ku kok gk kena ya eror banget perasaan dulu juga udah login bisa masuk eh pas mau dipake malah gk kene harus login lagi pas login katanya ga bisa masuk selver katanya ada kerusakan,strava kena eror banget login masuk dipake kene login login masuk selver rusa,0
"bagus fitur nya banyak kita bisa folow folowan sama, temen bisa chelens ,dan tentu nya bisa apdete konten strava😅",bagus fitur folow folowan temen chelens apdete konten strava,2
Tingkatkan lagi sistemnya,tingkat sistem,2
mantaf,mantaf,2
kok punyaku ga bisa di unduh ya,punya unduh,2
mau bergabung sm apknya tp gabisa masuk,gabung apknya gabisa masuk,0
kembalikan dana saya sebesar Rp.609.390 saya tidak pernah berlangganan dan saya tidak pernah mencoba untuk berlangganan. tapi kenapa dana saya terpotong sebesar Rp.609.390???. tolong dipercepat untuk penyelesaian masalah ini.,kembali dana langgan coba langgan dana potong tolong cepat selesai,0
lebih mudah dalam memantau aktivitas berolahraga,mudah pantau aktivitas olahraga,2
bikin boros baterai hp,bikin boros baterai,0
"semakin update semakin bagusss,,,,, terbaikk 👍👍👍👍👍",update bagusss terbaikk,2
pemberi semangat,beri semangat,2
"mohon maaf saya tidak tau kalau saya berlangganan,tapi kenapa uang saya di tarik otomatis dari dana saya mohon di pulangkan",mohon maaf berlangganantapi uang tarik otomatis dana mohon pulang,2
"aplikasi babi saya tidak melakukan transaksi langganan, saldo saya tabungan 600rb hilang tanggung jawab ajg",aplikasi babi transaksi langgan saldo tabung hilang tanggung,0
sangat membantu dsetiap perjalanan olahraga khususnya....siip,bantu dsetiap jalan olahraga khususnyasiip,2
Jadi konsisten lari,konsisten lari,2
kekurangannya belum bisa secara sempurna membaca langkah dan lokasi kadang jumping,kurang sempurna baca langkah lokasi kadang jumping,2
"GPS nya gak terdeteks lah,jarak tidak kerekam dan jarak nya tidak akurat",terdeteks lahjarak rekam jarak akurat,1
bagus saya vapek capek jogging setiap hari tidak kerekam sama sekali sama tidak bisa mendownload pace dan jarak nya tolong di perbaiki lagi ya strava,bagus vapek capek jogging rekam mendownload pace jarak tolong baik strava,2
"keluar sendiri, GPS rusak, rute tidak akurat bayak bug",rusak rute akurat bayak,0
"fitur share hari ini tidak seperti hari-hari sebelumnya. font membesar dan menghabiskan layout foto. saya mau seperti kemarin, menampilkan info yang simple",fitur share harihari font besar habis layout foto kemarin tampil info simple,1
kak mohon maaf boleh minta refund saldo dana saya terpotong otomatis terimakasih,mohon maaf refund saldo dana potong otomatis terimakasih,0
"iniii kenapaaa tidak bisa login,ada notif gagal menghubung ke serverrr........ apaa lah",iniii kenapaaa loginada notif gagal hubung serverrr apaa,0
"Mudah di gunakan, apalagi sdh ada Bahas Indonesia nya",mudah bahas indonesia,2
"tolong kembalikan saldo dana saya yg di tarik sebesar Rp 609.390,00 karena saya tidak mengetahui pembayaran ini, mohon bantuan nya untuk bisa mengembalikan saldo yg di tarik tiba"" dari dana saya tidak merasa berlangganan di apk ini",tolong kembali saldo dana tarik bayar mohon bantu kembali saldo tarik dana langgan aplikasi,0
Tobaraya Konstruksi mesin molen 500 liter - Strava membantu banget dalam aktifitas olahraga. salam sehat,tobaraya konstruksi mesin molen liter strava bantu banget aktifitas olahraga salam sehat,2
"tolong dong kembalikan uang saya, tiba2 ketarik otomatis dr akun dana saya, saya gatau apapa, tiba-tiba ketarik 609.390, kayanya saya ga sengaja kepencet atau apapun itu, tapi transaksi tersebut langsung Otomatis, saya mohon kembalikan uang saya secepatnyalah, saya sangat membutuhkannya",tolong kembali uang tarik otomatis akun dana gatau apapa tibatiba tarik kaya sengaja pencet transaksi langsung otomatis mohon kembali uang cepat butuh,0
"kembalikan uang saya 609.390 rb .saya sudah tidak menggunakan aplikai STRAVA sudah lama akan tetapi ada transaksi tidak di ketahui di akun saya tiba tiba saldo dana saya habissss dann aaya sudh komplain trus melapor ke pihak google.trus pihak dana dan sekarang ini.dan di dana sudah tidak bisa di kemablikan karna pembayaran sudah berhasil,tetapi dari pihak saya tidak ada pemberitahuan .ini sangat merugikkan kepada pihak SETRAVAAAA mohon kebijakan nyaa dan TANGGUNG JAWAB sebagai pengelola.",kembali uang aplikai strava transaksi tahu akun saldo dana habissss dann aaya sudh komplain trus lapor googletrus dana inidan dana kemablikan karna bayar berhasiltetapi pemberitahuan merugikkan setravaaaa mohon bijak nyaa tanggung kelola,0
Aplikasi yg punya manfaat untuk olahraga. mantab,aplikasi manfaat olahraga mantab,2
server nya busuk,server busuk,0
punyaku nggak bisa simpan aktivitas udah 2x beda hari padahal. udah coba restart hp hapus app download lagi tetep nggak bisa. padahal berguna banget buat buat liat progres,punya simpan aktivitas beda coba restart hapus download tetep guna banget liat progres,0
saya senang dengan strava,senang strava,2
"saya sejak dahulu user strava, tidak ada kendala apapun selama menggunakan strava ini, tapi ketika update aplikasi di tahun 2025, strava makin tidak akurat, tidak pernah bisa menyimpan record, selalu loading, padahal sinyal aman, wifi aman, penyimpanan hp saya aman, saya sudah mengalami kendala ini sebanyak 4 kali dalam masalah yg sama, tidak bisa menyimpan record. mohon maaf sekali developer, saya harus berpindah ke aplikasi lain, terima kasih sudah menemani saya selama ini, strava.",user strava kendala strava update aplikasi strava akurat simpan record loading sinyal aman wifi aman simpan aman alami kendala kali simpan record mohon maaf developer pindah aplikasi terima kasih tani strava,0
"harusnya daftar akun tidak perlu dipersulit. selalu saja ""silahkan gunakan email yang valid"" padahal udah valid. seharusnya tidak perlu ada batasan harus pakai domain apa selagi bisa terima OTP ya tidak masalah.",daftar akun sulit silah email valid valid batas pakai domain selagi terima,0
jadi tambah semangat untuk berolah raga,semangat olah raga,2
membantu monitoring olah raga ..semoga aplikasi nya makin bagus,bantu monitoring olah raga moga aplikasi bagus,2
hidup Indonesia,hidup indonesia,2
akurasi nya akurat banget 👍🏻👍🏻,akurasi akurat banget,2
aplikasi banyak bug!,aplikasi,0
"tidak bisa login tidak bisa di buka padahal mau lari tiba"" tidak bisa di buka udh hapus data install ulang tetep nga ngaruh",login buka lari buka hapus data install ulang tetep ngaruh,0
"Banyak bug, saya mau nyimpan rute lari malah waktu masih jalan padahal saya udah berhenti alhasil rekap pace jadi jelek tolong perbaiki",nyimpan rute lari jalan henti alhasil rekap pace jelek tolong baik,0
strava membuat semangat berolah raga,strava semangat olah raga,2
"Padahal sudah suka sama Strava, tapi sekarang sering error, fitur pelacakan GPS yang tidak akurat, map-nya sering loncat2. jadi jaraknya tidak sesui",suka strava error fitur lacak akurat loncat jarak sesui,0
tolong perbaiki strava saya sering logout sendiri lalu untuk login kembali terkadang tidak bisa terkadang bisa...,tolong baik strava logout login terkadang terkadang,2
"kenapa GPS nya suka ilang ilangan, kenap sih sekarang Mandang perangkat strava dulu bagus di semua perangkat selalu akurat dan dapat GPS sekarang udah hilang""an gpsnya",suka ilang ilangan kenap mandang perangkat strava bagus perangkat akurat hilang gpsnya,0
membantu mencatatkan aktifitas,bantu catat aktifitas,2
"kadang bingnung kalau ga kesimpen , kenapa langsung ke fitur yang berbayar...",kadang bingnung kesimpen langsung fitur bayar,1
"yaTuhan tolong kembalikan saldo dana saya... saya tidak sengaja atau ke pencet.. tiba tiba saldo saya kesedot dan dikatakan ada berlangganan tolong kembalikan saldo saya sebesar 609,390.00 tolong saya mohon",yatuhan tolong kembali saldo dana sengaja pencet saldo sedot langgan tolong kembali saldo tolong mohon,0
tolong kembalikan uang saya senilai 609.000 demi kenyamanan bersama kk. uang sy tiba2 ke transaksi sendiri jam 12 malam,tolong kembali uang nila nyaman uang transaksi malam,0
saya kasih bintang 3 dlu soalnya knpa ketika mau di share malah yang keluar kenaikan elev bukan pace yang saya mau liat itu pace bukan kenaikan elev itu ga penting nanti kalo udah bener saya kasi bintang 5 kalo udah diganti lagi jadi pace bukan kenaikan elev,kasih bintang knpa share naik elev pace liat pace naik elev kalo bener kasi bintang kalo ganti pace naik elev,1
tidak bisa share hasil lari aneh kenapa ini bug kah? ada yg bisa ada yang tidak 😵‍💫😴,share hasil lari aneh,0
hallo strava kenapa stava saya error terus ada tulisan kesalahan 403 tolong di perbaiki,hallo strava stava error tulis salah tolong baik,2
"ku uinstal lagi maaf,soalnya pake tagihan kaya beli pake jadi malas lah",uinstal maafsoalnya pake tagih kaya beli pake malas,2
keren dah moga udah update ga error' lagi ni starava gwe mntp min🤗🤗,bagus moga update error starava mntp,2
bagus bisa ngukur jarak tempuh .saya suka aplikasi ini,bagus ngukur jarak tempuh suka aplikasi,2
Ah oon ah udah lari 5 kam lebih gak di hitung anj,lari hitung,0
"kenapa kebanyakan mempermasalahkan perhitungan yg kurang akurat? padahal point pentingnya kan lari buat kesehatan,hobi. bukan buat fomo fomoan haus validasi",banyak masalah hitung akurat point lari kesehatanhobi fomo fomoan haus validasi,2
"Layanan coba gratis tidak bisa digunakan, sudah paymemt tapi masih belum kebuka menu nya. Akurasi juga Tidak akurat berbeda dengan yang sebenarnya.",layan coba gratis paymemt buka menu akurasi akurat beda,0
Sering tidak terekam,rekam,0
strava aplikasi yang bagus dan memberikan kesemangatan untuk berolahraga,strava aplikasi bagus semangat olahraga,2
tidak bisa di instal,instal,0
"strava nya error harusnya 110km+ jaraknya tapi yang didapat malah 85,41km jaraknya😭😭",strava error jarak jarak,1
tolong di perbaiki dong kadang GPS nya suka ngebug tiba tiba lurus belok segitiga dll terus pace nya berubah karena GPS nya bug,tolong baik kadang suka ngebug lurus belok segitiga pace ubah,2
"gak bisa login karna servernya keganggu terus, udah lama saya menunggu itu.",login karna servernya ganggu tunggu,0
bagus dan fitur lengkap,bagus fitur lengkap,2
"jangan coba"" kalian uji coba gratis kalau gak mau saldo dana kalian kesedot 500+ kemaren udah terjadi sama saya Alhamdulillah sukur uang ku bisa kembali",coba coba gratis saldo dana sedot kemaren alhamdulillah sukur uang,0
