review,preprocessed_text,score
"saya sangat kecewa karna tiba tiba berlangganan di aplikasi ini senilai 600 rb sudah dengan pajak, tidak ada konfirmasi apapun atas transaksi, mohon untuk para pengguna lebih berhati hati lagi, saya tunggu 1 kali 24 jam untuk pengembalian saldo dana pada transaksi yang tidak saya ketahui itu, karna saya sudah menunggu 2 hari tanpa kabar apapun, jangan membohongi rakyat kecil kami membutuhkan uang nya bukan hanya untuk berlangganan aplikasi seperti ini🙏🏻.",kecewa karna langgan aplikasi nila pajak konfirmasi transaksi mohon guna hati hati tunggu kali kembali saldo dana transaksi tahu karna tunggu kabar bohong rakyat butuh uang langgan aplikasi,1
mau bergabung sm apknya tp gabisa masuk,gabung apknya gabisa masuk,2
kenapa sering ga sinkron antara kiloan dan waktunya dan split kecepatannya pun cepat dan suka ga normal terkadang belum jalan masih di tempat keceptannya tetep jalan memang begitu ya?,sinkron kilo split cepat cepat suka normal terkadang jalan keceptannya tetep jalan,4
"cara membatalkan langganan susah bgt siii,, perbaiki aplikasi nya",batal langgan susah banget siii baik aplikasi,2
"akun strava saya kok gak bisa login ya? pake akun apapun juga login failed, mau buat akun baru juga login failed tolong developer di saya tampilan nya ""gagal masuk : server strava mengalami kesalahan""",akun strava login pake akun login failed akun login failed tolong developer tampil gagal masuk server strava alami salah,1
tolong strava masaa jarak sama Pace tidak berjalan,tolong strava masaa jarak pace jalan,3
"strava nya error harusnya 110km+ jaraknya tapi yang didapat malah 85,41km jaraknya😭😭",strava error jarak jarak,3
"pengalaman saya menggunakan strava sangat baik dan strava sangat cocok jika anda ingin ber aktivitas seperti lari, berjalan, dst",alam strava strava cocok aktivitas lari jalan,5
"Kadang proses simpan aktivitasnya sangat lama, harus diulang ulang baru bisa. padahal sinyal penuh",kadang proses simpan aktivitas ulang ulang sinyal penuh,4
perlu meningkatkan keakurasian gps,tingkat akurasi,3
"2 hari ini aku pake apk ini agak ada kendala sih, masa berjalan gada stepnya, udh diotak atik ga muncul jg step/langkahnya. dahal sebelumnya masih ada, tolong dongg ada yg tau ga ini knp??",pake aplikasi kendala jalan gada step otak atik muncul steplangkahnya dahal tolong dongg,3
punyaku nggak bisa simpan aktivitas udah 2x beda hari padahal. udah coba restart hp hapus app download lagi tetep nggak bisa. padahal berguna banget buat buat liat progres,punya simpan aktivitas beda coba restart hapus download tetep guna banget liat progres,1
"GPS tidak akurat, tolong perbaiki dalam keakuratan GPS",akurat tolong baik akurat,1
"minta tolong kejelasannya dong ,saldo saya di dana tiba tiba kepotong Rp.609.390,padahal saya tidak pernah berlangganan di aplikasi ini dan mohon kembalikan uang saya yang terpotong otomatis,karna tiba tiba tidak ada pemberitahuan kepada saya dan saya tidak merasa berlangganan . Sekali lagi mohon bantuannya di kembalikan karena saya butuh uang ini untuk keperluan lain.",tolong jelas saldo dana potong rppadahal langgan aplikasi mohon kembali uang potong otomatiskarna pemberitahuan langgan mohon bantu kembali butuh uang perlu,1
"kenapa tidak bisa save,, apakah tengah gangguan,,???",save ganggu,1
sangat membantu saya saa berolah raga,bantu olah raga,5
"semenjak update, apk strava ini makin jelek saya lari udah download map nya giliran di save malah g bisa ujung² nya terhapus, terus saya pernah lari 5km terus saya pause sebentar tidak sampai 5 dtk terus saya aktifkan kembali dan setelah saya lari lagi 20 mnt dan di save jejaknya masih terhenti pada saya pause padahal sudah saya aktifkan.",semenjak update aplikasi strava jelek lari download gilir save ujung hapus lari pause sebentar aktif lari save jejak henti pause aktif,2
"saya selalu gagal membuat akun strava dengan menggunakan akun google saya ini, dan ini terus berulang dari sepanjang malam hingga pagi. saya harap ini menjadi pelajaran bagi developer nya",gagal akun strava akun google ulang malam pagi harap ajar developer,1
kasih 2 dulu njir gagal masuk/login kendala banyak amat,kasih njir gagal masuklogin kendala,2
"Terima kasih,aplikasi yg lengkap dan akurat",terima kasihaplikasi lengkap akurat,5
"gak ke itung jaraknya ajg, error mulu. sering gak ke itung waktunya. aplikasi sampah, saya udah sprint susah-susah naik sepedah jauh-jauh malah gak ke itung. aplikasi gak guna, udah berkali-kali loh kek gini. masa gak di benerin. developernya niat gak sih? di ulasan banyak yang kek gini loh. malah gak di benerin",itung jarak error mulu itung aplikasi sampah sprint susahsusah jauhjauh itung aplikasi berkalikali benerin developer niat ulas benerin,1
knp sy tidak bs masuk aplikasinya ya? dr tadi pagi error terus pdhl sebelumnya lancar-lancar saja,masuk aplikasi pagi error pdhl lancarlancar,3
akhir² ini ngelag.. di klik selesai nggak bisa,ngelag klik selesai,1
kenapa KM nya lambat ya,lambat,5
aplikasi banyak bug udah lari 10 km malah nge bug ga bisa disimpan malah di sinkronisasi ush dipencet gabisa di sinkronisasi malahan ilang aktivitasnya aplikasi banyak bug aplikasi aneh cape cape orang lari 10 km malah di sinkronisasi pas mau disinkronisasi malah ilang aktivitasnya,aplikasi lari simpan sinkronisasi pencet gabisa sinkronisasi ilang aktivitas aplikasi aplikasi aneh cape cape orang lari sinkronisasi sinkronisasi ilang aktivitas,1
mantap i like it,bagus like,5
aplikasi lari yg mudah digunakan,aplikasi lari mudah,5
sorry bagian backend nya error yah saya mau masuk lewat google gabisa,sorry backend error masuk google gabisa,5
lambat banget upload aktivitas perlu waktu 2 jam an,lambat banget upload aktivitas,2
tingkatkan lagi kualitas nya,tingkat kualitas,5
Bagus dan berguna untuk berolahraga diluar rumah,bagus guna olahraga luar rumah,5
ini gimna ga bisa login sebelum nya bisa hadeh,gimna login hadeh,1
Sangat membantu melihat perkembangan performa lari kita.,bantu kembang performa lari,5
bagus banget bro keren tapi keknya telat 300 m deh dari jarak aslinya soalnya saya pake garmin itu hasilnya masih akurat garmin tapi gapapalah ini juga udahh enakk buat di pake 😊,bagus banget bagus telat jarak asli pake garmin hasil akurat garmin gapapalah udahh enakk pake,5
sangat membatu,batu,5
"GPS nya gak terdeteks lah,jarak tidak kerekam dan jarak nya tidak akurat",terdeteks lahjarak rekam jarak akurat,3
apk gajelas!!!!! cape² lari 8km pas nyampe rumah gk ke itung 🤦‍♂️,aplikasi gajelas cape lari nyampe rumah itung,1
apk nya eror ga bisa masuk dan tolong benerin masalah nya🙏,aplikasi eror masuk tolong benerin,1
bagus bgt membantu lebih semangat tuk olahraga,bagus banget bantu semangat olahraga,5
mntap,mntap,5
aplikasi sering eror,aplikasi eror,1
"eror terus bro aplikasinya, haduehh😮‍💨",eror aplikasi haduehh,3
"Mudah di gunakan, apalagi sdh ada Bahas Indonesia nya",mudah bahas indonesia,5
"Proses Refund, di persulit respon lama buat yg lain yg download aplikasi ini, hati hati tiba"" kepotong 600 ribuan untuk langganan nanti refund di google Play tidak bisa, refund lewat email di abaikan hendaknya pilih aplikasi lain",proses refund sulit respon download aplikasi hati hati potong ribu langgan refund google play refund email abai pilih aplikasi,1
"aneh bjir, GPS nya lompat lompat",aneh bjir lompat lompat,2
saya sudah masukan tanggal lahir sama aja salah,masuk tanggal lahir salah,1
"ini gimana min , sinyal full bagus. pas udah lari tiba tiba gps keacak pace ga stabil parah.. perbaiki lagi bug nyaa",gimana admin sinyal full bagus lari acak pace stabil parah baik nyaa,3
"apk gak jelas, jarak gak akurasi",aplikasi jarak akurasi,1
"bagus, tapi masih banyak bug nya saya unduh hasil aktivitas nya malah nge bug jadi kecil kecil angka nya gakeliatan",bagus unduh hasil aktivitas angka gakeliatan,2
"apk ya bagus bangettt ,rekomendet buat yang suka olahraga",aplikasi bagus bangettt rekomendet suka olahraga,5
"kenapa error mulu padahal sebelum update biasa aja, waktu beres update suka tiba-tiba mati sendiri, waktu buka aplikasi malah gak kehitung jarak sama waktunya padahal udah di start",error mulu update beres update suka tibatiba mati buka aplikasi hitung jarak start,2
"tolong kembalikan uang saya tiba tiba ketarik otomatis di akun dana saya senilai 609.390 itu spertinya tidak sengaja kepencet fitur langganannya,saya mohon kembalikan uang saya,saya sangat membutuhkan",tolong kembali uang tarik otomatis akun dana nila spertinya sengaja pencet fitur langganannyasaya mohon kembali uang sayasaya butuh,1
SAYA SANGAT KECEWA STRAVA MELAKUKAN TRANSAKSI TANPA DI KETAHUI,kecewa strava transaksi tahu,1
hari ini lagi error kah? ko ga sukses² tersimpan ya?,error sukses simpan,3
"Banyak bug, saya mau nyimpan rute lari malah waktu masih jalan padahal saya udah berhenti alhasil rekap pace jadi jelek tolong perbaiki",nyimpan rute lari jalan henti alhasil rekap pace jelek tolong baik,1
Tidak bisa menyimpan rekaman lari,simpan rekam lari,1
baik sesuai harapan,sesuai harap,5
"sering nge bug akhir"" ini, kecewa bgttt 😭",kecewa bgttt,1
pemeliharaan semoga dipercepat .,pelihara moga cepat,5
ternyata hanya perlu mematikan hemat daya dan batre yang cukup. walaupun masih sedikit kurang akurat tapi masih ngikut jalan. tolong ditingkatkan lagi ya,mati hemat daya batre akurat ngikut jalan tolong tingkat,4
"kenapa saya tidak bisa login strava, padahal saya udah pernah login dan tiba tiba ke logout lagi, ketika mau login tidak bisa dan muncul, "" gagal masuk : server strava mengalami kesalahan. silahkan hubungi dukungan jika masalah ini berlanjut """,login strava login logout login muncul gagal masuk server strava alami salah silah hubung dukung lanjut,2
"mantap sih, sayang jarak nya bisa lebih... contoh: harusnya 10 km... jadi 11 km...",bagus sayang jarak contoh,3
"tidak bisa login tidak bisa di buka padahal mau lari tiba"" tidak bisa di buka udh hapus data install ulang tetep nga ngaruh",login buka lari buka hapus data install ulang tetep ngaruh,1
jarak dan gps saya sering error kenapa ya,jarak error,5
terbaiks,terbaiks,5
gabisa daftar apk nya knp y,gabisa daftar aplikasi,1
"kok apk punyaku gak bisa login, servernya eror terus",aplikasi punya login servernya eror,1
kurang bagus karna terkadang sulit mencari sinyal gps dan banyak bug seperti rute nya dan pace nya,bagus karna terkadang sulit cari sinyal rute pace,1
bagus untuk running,bagus running,5
"weee duitku ke telen langganan stravaaa, we admin bodo kali laaaa, langganan setahun pulaaa",weee duit telen langgan stravaaa admin bodo kali laaaa langgan tahun pulaaa,1
"sering bug setelah kita save, rute nya jadi tidak sesuai",save rute sesuai,4
"kok gak bisa login ya,udah ganti akun juga tapi tetep gak bisa",login yaudah ganti akun tetep,2
worth it untuk pelari,worth lari,5
kenapa pas mau login kesalahan mulu dah,login salah mulu,1
"masih ada bug,yaitu ada di perhitungan jarak yang seharusnya dihitung jadi tidak dihitung,saya gak mood untuk berlari,apalagi saya udah susah nge push lari sampai saya paksa tapi stravanya malah error,errornya saat menekan selesaikan malah dihitung ulang padalah saya sudah simpan tapi dihitung ulang karena bug",bugyaitu hitung jarak hitung dihitungsaya mood berlariapalagi susah push lari paksa stravanya errorerrornya tekan selesai hitung ulang pada simpan hitung ulang,1
"aplikasi rusak, saya lari 6km, di strava malah cmn 3km, ga rekomen banget",aplikasi rusak lari strava rekomen banget,1
"sering eror, tolong diperbaiki bug nya",eror tolong baik,3
ke pake bgt,pake banget,4
"ngebug,waktu saya memencet tombol rekam itu rekaman saya tidak dicatat padahal saya sudah berlari",ngebugwaktu pencet tombol rekam rekam catat lari,1
"tolong min jangan sering"" ngebug apalagi saya klo ada event virtual smpe kesel sendiri gegara ngebug terus",tolong admin ngebug event virtual smpe kesel gegara ngebug,3
untuk olahraga lari sangat direkomendasikan dan untuk GPS nya sangat akurat 👍🏻,olahraga lari rekomendasi akurat,5
jadi semangat olahraga,semangat olahraga,5
"ngelag trus ya? sinyal oke, gps oke. giliran dibuat ngesave tu gabisa, sekalinya bisa apk nya ga bisa dibuka",ngelag trus sinyal gilir ngesave gabisa sekali aplikasi buka,3
"iniii kenapaaa tidak bisa login,ada notif gagal menghubung ke serverrr........ apaa lah",iniii kenapaaa loginada notif gagal hubung serverrr apaa,1
"kenapa akhir"" ini strava agak error yh? masa jarak lari saya sm temen awal mulai start di hp sm lari bareng, tbtb jarak di strava jd beda awalnya msih bbrp meter, tbtb beda 1 kilo, pdhal lari nya tetep bareng, mulai awal sampai berhenti. tolong dong diperbaiki, jd ga mood pakainya",strava error jarak lari temen start lari bareng tbtb jarak strava beda msih bbrp meter tbtb beda kilo pdhal lari tetep bareng henti tolong baik mood pakai,2
ayo lahh strava aku udah cape2 masa Pace ku gak bisa dibagikan. tolong lahh. come Strava tolong di perbaiki,lahh strava cape pace bagi tolong lahh come strava tolong baik,4
"kgk bisa login, pas pengen login malah ada tulisan""silahkan coba lagi nanti"", udah dic coba berkali-kali tapi tetep GK bisa.",login login tulisansilahkan coba coba berkalikali tetep,1
suka banget bagus cocok buat olahraga banyak pilihan olahraga,suka banget bagus cocok olahraga pilih olahraga,5
gw kasih bintang 1karena tiba tiba udah dari dana saya abis kebayar apk ini dengan otomatis langsng terbayar sebesar 609rb,kasih bintang dana abis bayar aplikasi otomatis langsng bayar,1
strava tidak akurat👎👎,strava akurat,1
"kepada tim strava yang terhormat, tolong bantu saya untuk mengembalikan dana saya yang secara otomatis tersedot tanpa saya ketahui, saat itu saya langsung melakukan refund jarak dari kejadian hanya selang sekitar 1 jam bahkan saya tidak sempat menggunakan fitur premium sama sekali dan saya langsung membatalkan langganan, dan sampai sekarang dana saya belum di kembalikan, saya sangat membutuhkan dana saya itu, tolong bantu saya agar dana saya bisa kembali, terimakasih",strava hormat tolong bantu kembali dana otomatis sedot tahu langsung refund jarak jadi selang fitur premium langsung batal langgan dana kembali butuh dana tolong bantu dana terimakasih,1
penghitungan langkah tidak sesuai jarak yang di tempuh tolong di perbaiki lagi,hitung langkah sesuai jarak tempuh tolong baik,2
banyak error nya apk maaf saya kasih bintang 1,error aplikasi maaf kasih bintang,1
Ini ibarat...konten kreator dari olahraga yang fomo. tapi seru sih...dan insyaAllah sehat. didukung aplikasi ketjeh ini 🚶,ibaratkonten kreator olahraga fomo seru sihdan insyaallah sehat dukung aplikasi ketjeh,5
Aplikasi yang seru dan akurat buat olahraga,aplikasi seru akurat olahraga,5
ponsel saya hang saat mencarikan rute🤣,ponsel hang cari rute,1
"app strava di hp saya tidak bisa di gunakan, saat mau login/buat akun lewat gogle ada tulisan ""gagal masuk: server strava mengalami kesalahan"", padahal sebelumnya udah pernah download app strava, tidak ada kendala, tetapi akhir akhir ini tidak bisa di gunakan.",strava loginbuat akun gogle tulis gagal masuk server strava alami salah download strava kendala,2
sering gak bisa dibukak pdhl moment penting katanya app gamgguan,dibukak pdhl moment gamgguan,1
udah pake strava ada 4-5 tahun...aplikasi yg bnyk membantu dlm Olga kita mau ngapain dll....mengatur Olga kita sehingga bisa membuat suatu rencana apa yg ingin kita tuju dlm kita berolah raga.....,pake strava tahunaplikasi bnyk bantu olga ngapain dllmengatur olga rencana tuju olah raga,5
sangat bagus cocok buat pelari yang suka pamer buat setori 🔥,bagus cocok lari suka pamer setori,5
sangat membantu program latihan,bantu program latih,5
Aplikasi penguras saldo,aplikasi uras saldo,1
strava tolong tambahkan aolon pada aplikasi,strava tolong tambah aolon aplikasi,4
makasih,makasih,5
saya suka sekali dengan aplikasi ini karena bisa membuat lari adek saya makin konsisten makasih,suka aplikasi lari adek konsisten makasih,5
mantaf,mantaf,5
Saldo saya ketarik mulu gara apk satu ini tololl,saldo tarik mulu gara aplikasi tololl,1
"Relevan, menjawab kebutuhan, dna tentunya akurat",relevan butuh akurat,5
"saya kasih bintang 3,kenapa orang lain bisa running date sedangkan saya tidak? tolong diperbaiki bug nya😥🥀",kasih bintang orang running date tolong baik,3
"Memberikan 30 hari vip secara gratis karena sering menggunakan app, dan fitur-fiturnya sangat amat bagus",gratis fiturfiturnya bagus,5
"strava selalu gagal login kenapa ya ,,,selalu ada masalah dengan server strava",strava gagal login server strava,2
Sudah hampir 5 tahun sejak saya mulai serius berlari dan masih setia dengan Strava. Strava membantu saya dari awal lari sampai sekarang. Salah satu aplikasi wajib diponsel saya.,serius lari setia strava strava bantu lari salah aplikasi wajib diponsel,5
sangat membantu dsetiap perjalanan olahraga khususnya....siip,bantu dsetiap jalan olahraga khususnyasiip,5
"tidak bisa dipakai,server bermasalah. sudah uninstall lalu install ulang tetep tidak bisa dipakai. apa masalah servernya?",dipakaiserver masalah uninstall install ulang tetep pakai servernya,2
apaan saya tidak pernah langganan strava. tp knapa tbtb saldo saya terpotong 600rb. gajelas bgt,langgan strava knapa tbtb saldo potong gajelas banget,1
"Tolong kembalikan saldo dana saya yang terhisap oleh aplikasi strava karena tidak sengaja berlangganan,shingga saldo dana saya terhisap oleh aplikasi strava",tolong kembali saldo dana terhisap aplikasi strava sengaja berlanggananshingga saldo dana terhisap aplikasi strava,3
Saldo dana saya berkurang tanpa sepengetahuan saya. kenapa tiba-tiba aplikasinya jadi langganan berbayar tanpa sepengetahuan saya. Padahal saya tidak membeli atau melakukan transaksi apapun secara pribadi. Saya meminta pertanggung jawaban dari developer untuk kembalikan saldo dana saya. atau saya viralkan masalah ini ke media sosial,saldo dana kurang tahu tibatiba aplikasi langgan bayar tahu beli transaksi pribadi tanggung developer kembali saldo dana viralkan media sosial,1
"ini knp ya?, bug atau eror ga tau sih semenjak update, pas running 5menit masih betul tiba2 pas menit ke7 jaraknya jadi 300km kan ga mungkin manusia normal 7menit 300km",eror semenjak update running menit menit jarak manusia normal menit,3
tiba tiba mau masuk dan login selalu eror banyak kesalahan server,masuk login eror salah server,2
server error mulu tiap mau upload...tolong diperbaiki🙏🏻🙏🏻,server error mulu uploadtolong baik,4
"setiap buka apk di suruh login terus, mana ga bisa login error hari hari ga bisa login",buka aplikasi suruh login login error login,3
"tolong, kadang pas pake di rekam rutenya kelebihan",tolong kadang pake rekam rute lebih,5
bisa mengugur Pace dengan baik,mengugur pace,5
"mau sign up aja gangguan sistem mulu., kenapa sih?",sign ganggu sistem mulu,1
sering eror ini aja ga bisa dibuka apk nya eror mohon cepat di perbaiki,eror buka aplikasi eror mohon cepat baik,3
"ini knp anying setiap ada pergerakan dikit aja rute melenceng dan avgnya tuh kyk nambah gtu Lo,gw sepedaan biasa aj nah hpnya gw tarik ke kanan itu rutenya jadi melenceng ke kanan ajg",anying gera dikit rute lenceng avgnya nambah logw sepeda hpnya tarik kanan rute lenceng kanan,3
ga bisa di daftarrr!!!,daftarrr,1
suka sekali dengan aikasi ini,suka aikasi,5
kok gk bisa login padahal udh bikin akun🙏,login bikin akun,1
di kenai biaya,kena biaya,1
punya saya kok gk bisa di unduh?,unduh,1
platform olahraga terbaik yang pernah ada,platform olahraga baik,5
sangat membantu sekali untuk olah raga dan kegiatan sehari - hari 👍👍,bantu olah raga giat hari,5
"aplikasi ini penting untuk mencatat kegiatan olah raga kita terutama lari, catatannya lengkap",aplikasi catat giat olah raga lari catat lengkap,5
Keren banget aplimasinya,bagus banget aplimasinya,5
bagus banget buat lihat jarak kita,bagus banget lihat jarak,5
saya tidak pernah berlangganan untuk dalam satu tahun. tapi dana saya terpotong otomatis.. pdhl saya tidak pernah melakukan persetujuan beli. tolong verifikasi pengembalian dana saya,langgan dana potong otomatis pdhl tuju beli tolong verifikasi kembali dana,1
"update terbaru jelek, track sering ke hide, gak bisa di share 3D",update baru jelek track hide share,3
tampilan map jadi jelek,tampil jelek,1
pake 2x hasilnya ngawur jalan 5km langkahnya masa cuman 478 langkah kocak ngawur parah 🤣🤣,pake hasil ngawur jalan langkah cuman langkah kocak ngawur parah,1
"Layanan coba gratis tidak bisa digunakan, sudah paymemt tapi masih belum kebuka menu nya. Akurasi juga Tidak akurat berbeda dengan yang sebenarnya.",layan coba gratis paymemt buka menu akurasi akurat beda,1
"strava suka error, kenapa yaa? ada yg tau?",strava suka error,5
strava saya TDK bisa di akses TDK bisa masuk jika saya memasukkan email saya selalu di tolak,strava akses masuk masuk email tolak,1
enggak berlangganan tapi saldo kesedot bgsat!! jumlah yang di sedot banyak pula,langgan saldo sedot bgsat sedot,1
Bug login nya gajelas dah,login gajelas,1
min ini knp ya kok aku mau daftar ngk bisa,admin daftar,3
apk maling uang orang 600+rebu tiba tiba di potong tadi pagi gw ga ngapa ngapain starava ga main strava terakhir 4 hari lalu tiba tiba saldo dana gw buat bertahan hidup di barak karantina tni di sedot dengan alasan langganan😭😭 maling lu pea kembalikan uang gw wooyyyyyyyy apk maling minimal ada konfirmasi notif apa kee ini main sedot,aplikasi maling uang orang rebu potong pagi ngapa ngapain starava main strava saldo dana tahan hidup barak karantina sedot alas langgan maling kembali uang wooyyyyyyyy aplikasi maling minimal konfirmasi notif main sedot,1
sanagat membantu untuk yg seneng olahraga,sanagat bantu neng olahraga,5
"STRAVA is the best untuk catatan apapun olah raga anda, Recommended.",strava best catat olah raga recommended,5
tolong servernya diperbaiki lagi punya saya gak bisa dipake login terus padahal udah dihapus didownload lagi tapi gitu terus gimana mohon bantuannya,tolong servernya baik dipake login hapus didownload gitu gimana mohon bantu,1
burik masa gak bisa masuk aplikasi tolong lah apliaksi apaan kaya begini,burik masuk aplikasi tolong apliaksi kaya,1
Keren ... terbantu untuk ukur jarak pencinta running,bagus bantu ukur jarak cinta running,5
membantu mengabadikan momemt bike to work dan lainnya,bantu abadi momemt bike work,5
"Aplikasi Bagus, Cocok untuk Bersepeda 👌",aplikasi bagus cocok sepeda,5
"aplikasi yg maen ambil uang d dana .maen sedot sedot aja .kembalikan uang itu ,uang hasil ngambil tanpa persetujuan itu haram",aplikasi maen ambil uang dana maen sedot sedot kembali uang uang hasil ngambil tuju haram,1
"kenapa akhir"" ini servernya selalu rusak??, aku pertama kali download ini dan mencoba masuk melalui akun google, tapi selalu tidak bisa dikarenakan adanya kerusakan diserver, tolong diperbaiki agar saya bisa memakainya semula🙏",servernya rusak kali download coba masuk akun google rusa diserver tolong baik maka,1
"keluar sendiri, GPS rusak, rute tidak akurat bayak bug",rusak rute akurat bayak,2
aplikasi yg cocok bagi orang yg ingin hidup sehat 🫡,aplikasi cocok orang hidup sehat,5
mantab. sudah 8 tahun jadi pengguna,mantab guna,5
"apk jelek, server eror mulu jd gabisa login, tolong dong di perbaiki",aplikasi jelek server eror mulu gabisa login tolong baik,1
fitur gratisnya ditingkatkan lagi 😁,fitur gratis tingkat,4
"awalnya bagus, saya pakai enjoy² aja, tpi setelah beberapa Minggu Strava saya tidak bisa masuk dan malah log out sendiri. tolong, ini sangat menggangu dikala sedang beraktivitas. jadi segera diperbaiki!",bagus pakai enjoy minggu strava masuk tolong menggangu kala aktivitas baik,3
"ga jelas sama data aktivitas transparannya, apa coba malah gepeng gitu tulisannya, sementara org lain mh normal normal aja!",data aktivitas transparan coba gepeng gitu tulis normal normal,1
gabisa dibuka kadang kadang trus pas record berhenti sendiri,gabisa buka kadang kadang trus record henti,2
aplikasi membantu membuat kita jadi sehat,aplikasi bantu sehat,5
Mantap....,mantap,5
jarak dan pacenya suka ngawurr,jarak pace suka ngawurr,3
"gimana ini strava , kok tidak bisa log in pakai WiFi ,masa harus pakai paket data terus",gimana strava pakai wifi pakai paket data,1
Membuat rugi usaha umkm,rugi usaha umkm,1
progres data terupdate dengan baik,progres data terupdate,5
pengalaman yang bagus melalui aplikasi ini.,alam bagus aplikasi,4
"tuba"" ngk bisa terbuka",tuba buka,1
"tolong verifikasi pengembalian dana saya karena saya tidak pernah setuju membeli item langganan setahun penuh,saya hanya membeli item langganan perbulan kenapa saldo dana otomatis terkuras,tolong pertanggung jawabannya dan kembalikan dana saya secepatnya",tolong verifikasi kembali dana tuju beli item langgan tahun penuhsaya beli item langgan bulan saldo dana otomatis terkurastolong tanggung jawab kembali dana cepat,1
bgus untuk lari,bgus lari,5
fiturnya bagus dan lengkap,fiturnya bagus lengkap,5
cocok untuk validasi 😂,cocok validasi,5
aplikasinya lumayan membantu tapi tidak bisa connect langsung ke smartband xiaomi hanya bisa lewat aplikasi ke3,aplikasi lumayan bantu connect langsung smartband xiaomi aplikasi,4
"semenjak Upacara, Acurasi Maps dan Pace nya tidak seimbang sama sekali bahkan bisa dibilang hancur , say sudah menggunakan GPS dengan connect si yang bagus masih tetap sama saja apa salah nya aplikasi ini sebelum nya tidak seperti ini masih akurat walaupun perbedaan hanya berapa ratus meter saja ini bisa sampai 1 kilometer lebih why !!! strava whyy",semenjak upacara acurasi maps pace imbang bilang hancur connect bagus salah aplikasi akurat beda ratus meter kilometer strava whyy,1
